"Ano","Regiao","Sub_Regiao","Pais","ADM0_ISO","Mes","UnidMaior","GID_1","GeoCodUnidMaior","UnidMenor","GID_2","GeoCodUnidMenor","Especie","Categoria","TotalCasos","TotalNaoConfirmados","CASO_VARIANTE","CASO_FILOGEN","CASO_CERTIFICACAO","CASO_DATA_CERTIFIC","CASO_LAB","matchcode"
2008,"América Latina","América Central","Guatemala","GTM",8,"Suchitepequez","GTM.20_1","GTM-SCH","Mazatenango","GTM.20.3_1","GTM-SCH-000004","Perros","Perros",1,"0","NULL","NULL","P","2008-11-24 12:47:14.080","1","GTM020003"
2004,"América Latina","América Central","Guatemala","GTM",3,"Suchitepequez","GTM.20_1","GTM-SCH","Mazatenango","GTM.20.3_1","GTM-SCH-000004","Perros","Perros",1,"0","NULL","NULL","P","2004-04-30 09:52:54.950","1","GTM020003"
2009,"América Latina","América Central","Guatemala","GTM",3,"Suchitepequez","GTM.20_1","GTM-SCH","Mazatenango","GTM.20.3_1","GTM-SCH-000004","Perros","Perros",1,"0","NULL","NULL","P","2009-06-16 11:07:08.763","1","GTM020003"
2008,"América Latina","América Central","Guatemala","GTM",11,"Suchitepequez","GTM.20_1","GTM-SCH","Mazatenango","GTM.20.3_1","GTM-SCH-000004","Perros","Perros",1,"0","NULL","NULL","P","2009-01-08 09:35:18.360","1","GTM020003"
2008,"América Latina","América Central","Guatemala","GTM",8,"Suchitepequez","GTM.20_1","GTM-SCH","Mazatenango","GTM.20.3_1","GTM-SCH-000004","Perros","Perros",1,"0","NULL","NULL","P","2008-08-25 10:13:07.947","1","GTM020003"
2008,"América Latina","América Central","Guatemala","GTM",10,"Suchitepequez","GTM.20_1","GTM-SCH","Mazatenango","GTM.20.3_1","GTM-SCH-000004","Perros","Perros",1,"0","NULL","NULL","P","2008-11-06 09:10:00.990","1","GTM020003"
2012,"América Latina","América Central","Guatemala","GTM",1,"Suchitepequez","GTM.20_1","GTM-SCH","Mazatenango","GTM.20.3_1","GTM-SCH-000004","Perros","Perros",1,"0","NULL","","P","2012-08-03 16:05:07.310","1","GTM020003"
2008,"América Latina","América Central","Guatemala","GTM",10,"Suchitepequez","GTM.20_1","GTM-SCH","Patulul","GTM.20.4_1","GTM-SCH-000005","Perros","Perros",1,"0","NULL","NULL","P","2008-11-24 12:47:34.270","1","GTM020004"
2009,"América Latina","América Central","Guatemala","GTM",5,"Suchitepequez","GTM.20_1","GTM-SCH","Patulul","GTM.20.4_1","GTM-SCH-000005","Perros","Perros",1,"0","NULL","NULL","P","2009-07-27 09:41:11.667","1","GTM020004"
2008,"América Latina","América Central","Guatemala","GTM",12,"Suchitepequez","GTM.20_1","GTM-SCH","S.f.zapotitlan","GTM.20.10_1","GTM-SCH-000006","Perros","Perros",1,"0","NULL","NULL","P","2009-05-05 09:38:03.277","1","GTM020010"
2009,"América Latina","América Central","Guatemala","GTM",3,"Suchitepequez","GTM.20_1","GTM-SCH","Samayac","GTM.20.7_1","GTM-SCH-000007","Perros","Perros",1,"0","NULL","NULL","P","2009-06-16 11:07:08.763","1","GTM020007"
2005,"América Latina","América Central","Guatemala","GTM",2,"Suchitepequez","GTM.20_1","GTM-SCH","Samayac","GTM.20.7_1","GTM-SCH-000007","Perros","Perros",1,"0","NULL","NULL","P","2005-02-21 10:05:33.033","1","GTM020007"
2009,"América Latina","América Central","Guatemala","GTM",2,"Suchitepequez","GTM.20_1","GTM-SCH","Samayac","GTM.20.7_1","GTM-SCH-000007","Perros","Perros",1,"0","NULL","NULL","P","2009-06-16 11:06:44.170","1","GTM020007"
2009,"América Latina","América Central","Guatemala","GTM",5,"Suchitepequez","GTM.20_1","GTM-SCH","San Antonio Suchitepequez","GTM.20.8_1","GTM-SCH-000008","Perros","Perros",1,"0","NULL","NULL","P","2009-07-27 09:41:04.637","1","GTM020008"
2009,"América Latina","América Central","Guatemala","GTM",7,"Suchitepequez","GTM.20_1","GTM-SCH","San Antonio Suchitepequez","GTM.20.8_1","GTM-SCH-000008","Perros","Perros",1,"0","NULL","NULL","P","2009-08-18 09:18:38.603","1","GTM020008"
2008,"América Latina","América Central","Guatemala","GTM",5,"Suchitepequez","GTM.20_1","GTM-SCH","San Lorenzo","GTM.20.14_1","GTM-SCH-000011","Perros","Perros",1,"0","NULL","NULL","P","2008-06-17 09:19:18.393","1","GTM020014"
2008,"América Latina","América Central","Guatemala","GTM",8,"Suchitepequez","GTM.20_1","GTM-SCH","San Lorenzo","GTM.20.14_1","GTM-SCH-000011","Perros","Perros",1,"0","NULL","NULL","P","2008-08-25 10:13:07.947","1","GTM020014"
2008,"América Latina","América Central","Guatemala","GTM",8,"Suchitepequez","GTM.20_1","GTM-SCH","San Lorenzo","GTM.20.14_1","GTM-SCH-000011","Perros","Perros",1,"0","NULL","NULL","P","2008-11-24 12:47:14.080","1","GTM020014"
2012,"América Latina","América Central","Guatemala","GTM",3,"Suchitepequez","GTM.20_1","GTM-SCH","Santo Tomas","GTM.20.19_1","GTM-SCH-000012","Perros","Perros",1,"0","NULL","","P","2012-08-03 16:05:07.870","1","GTM020019"
2009,"América Latina","América Central","Guatemala","GTM",4,"Suchitepequez","GTM.20_1","GTM-SCH","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2009-06-16 11:07:41.797","1",NA
2007,"América Latina","América Central","Guatemala","GTM",10,"Suchitepequez","GTM.20_1","GTM-SCH","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2007-11-22 11:19:17.627","1",NA
2009,"América Latina","América Central","Guatemala","GTM",3,"Suchitepequez","GTM.20_1","GTM-SCH","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"0","NULL","NULL","P","2009-06-16 11:07:00.827","2",NA
2008,"América Latina","América Central","Guatemala","GTM",7,"Suchitepequez","GTM.20_1","GTM-SCH","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"0","NULL","NULL","P","2008-08-25 10:12:48.667","2",NA
2003,"América Latina","América Central","Guatemala","GTM",1,"Suchitepequez","GTM.20_1","GTM-SCH","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2003-04-24 00:00:00.000","NULL",NA
2003,"América Latina","América Central","Guatemala","GTM",4,"Suchitepequez","GTM.20_1","GTM-SCH","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2003-07-11 00:00:00.000","NULL",NA
2009,"América Latina","América Central","Guatemala","GTM",3,"Suchitepequez","GTM.20_1","GTM-SCH","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2009-06-16 11:07:16.763","1",NA
2008,"América Latina","América Central","Guatemala","GTM",12,"Suchitepequez","GTM.20_1","GTM-SCH","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2009-05-05 09:37:55.277","1",NA
2009,"América Latina","América Central","Guatemala","GTM",2,"Suchitepequez","GTM.20_1","GTM-SCH","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2009-06-16 11:06:44.170","1",NA
2003,"América Latina","América Central","Guatemala","GTM",7,"Suchitepequez","GTM.20_1","GTM-SCH","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2003-08-18 00:00:00.000","NULL",NA
2009,"América Latina","América Central","Guatemala","GTM",8,"Suchitepequez","GTM.20_1","GTM-SCH","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2009-08-31 09:29:44.140","1",NA
2008,"América Latina","América Central","Guatemala","GTM",10,"Suchitepequez","GTM.20_1","GTM-SCH","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2008-12-03 11:36:29.940","1",NA
2003,"América Latina","América Central","Guatemala","GTM",2,"Suchitepequez","GTM.20_1","GTM-SCH","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2003-04-23 00:00:00.000","NULL",NA
2009,"América Latina","América Central","Guatemala","GTM",1,"Suchitepequez","GTM.20_1","GTM-SCH","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2009-05-05 09:33:56.740","1",NA
2008,"América Latina","América Central","Guatemala","GTM",8,"Suchitepequez","GTM.20_1","GTM-SCH","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2008-11-24 12:47:14.080","1",NA
2008,"América Latina","América Central","Guatemala","GTM",10,"Suchitepequez","GTM.20_1","GTM-SCH","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"0","NULL","NULL","P","2008-11-06 09:09:50.897","2",NA
2009,"América Latina","América Central","Guatemala","GTM",6,"Suchitepequez","GTM.20_1","GTM-SCH","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2009-07-27 09:41:30.310","1",NA
2009,"América Latina","América Central","Guatemala","GTM",4,"Suchitepequez","GTM.20_1","GTM-SCH","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2009-06-16 11:07:52.470","1",NA
2006,"América Latina","América Central","Guatemala","GTM",11,"Totonicapan","GTM.21_1","GTM-TTN","Momostenango","GTM.21.1_1","GTM-TTN-000007","Perros","Perros",1,"0","NULL","NULL","P","2006-12-08 10:29:02.860","1","GTM021001"
2012,"América Latina","América Central","Guatemala","GTM",1,"Totonicapan","GTM.21_1","GTM-TTN","Momostenango","GTM.21.1_1","GTM-TTN-000007","Perros","Perros",1,"0","NULL","","P","2012-08-03 16:05:07.370","1","GTM021001"
2008,"América Latina","América Central","Guatemala","GTM",2,"Totonicapan","GTM.21_1","GTM-TTN","Momostenango","GTM.21.1_1","GTM-TTN-000007","Perros","Perros",1,"0","NULL","NULL","P","2008-02-28 14:51:40.797","1","GTM021001"
2006,"América Latina","América Central","Guatemala","GTM",4,"Totonicapan","GTM.21_1","GTM-TTN","San Andres Xecul","GTM.21.2_1","GTM-TTN-000008","Perros","Perros",1,"0","NULL","NULL","P","2006-05-08 15:22:48.437","1","GTM021002"
2005,"América Latina","América Central","Guatemala","GTM",10,"Totonicapan","GTM.21_1","GTM-TTN","San Cristobal","GTM.21.4_1","GTM-TTN-000009","Perros","Perros",1,"0","NULL","NULL","P","2005-11-21 09:23:59.050","1","GTM021004"
2008,"América Latina","América Central","Guatemala","GTM",4,"Totonicapan","GTM.21_1","GTM-TTN","San Francisco","GTM.21.5_1","GTM-TTN-000004","Perros","Perros",1,"0","NULL","NULL","P","2008-06-17 09:19:07.987","1","GTM021005"
2004,"América Latina","América Central","Guatemala","GTM",5,"Totonicapan","GTM.21_1","GTM-TTN","San Francisco","GTM.21.5_1","GTM-TTN-000004","Perros","Perros",1,"0","NULL","NULL","P","2004-06-08 12:01:11.623","1","GTM021005"
2005,"América Latina","América Central","Guatemala","GTM",6,"Totonicapan","GTM.21_1","GTM-TTN","San Francisco","GTM.21.5_1","GTM-TTN-000004","Perros","Perros",1,"0","NULL","NULL","P","2005-07-22 10:01:16.740","1","GTM021005"
2006,"América Latina","América Central","Guatemala","GTM",10,"Totonicapan","GTM.21_1","GTM-TTN","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2006-12-08 10:14:09.200","1",NA
2006,"América Latina","América Central","Guatemala","GTM",6,"Totonicapan","GTM.21_1","GTM-TTN","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2006-08-21 15:07:58.413","1",NA
2009,"América Latina","América Central","Guatemala","GTM",10,"Totonicapan","GTM.21_1","GTM-TTN","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2009-11-23 08:52:48.140","1",NA
2004,"América Latina","América Central","Guatemala","GTM",3,"Totonicapan","GTM.21_1","GTM-TTN","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2004-04-30 09:52:54.950","1",NA
2007,"América Latina","América Central","Guatemala","GTM",1,"Totonicapan","GTM.21_1","GTM-TTN","Totonicapan","GTM.21.8_1","GTM-TTN-000006","Perros","Perros",1,"0","NULL","NULL","P","2008-11-24 13:40:07.820","1","GTM021008"
2006,"América Latina","América Central","Guatemala","GTM",9,"Totonicapan","GTM.21_1","GTM-TTN","Totonicapan","GTM.21.8_1","GTM-TTN-000006","Perros","Perros",1,"0","NULL","NULL","P","2006-10-11 10:51:24.463","1","GTM021008"
2007,"América Latina","América Central","Guatemala","GTM",3,"Totonicapan","GTM.21_1","GTM-TTN","Totonicapan","GTM.21.8_1","GTM-TTN-000006","Perros","Perros",1,"0","NULL","NULL","P","2007-04-09 15:34:22.887","1","GTM021008"
2003,"América Latina","América Central","Guatemala","GTM",12,"Zacapa","GTM.22_1","GTM-ZAC","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-01-27 00:00:00.000","NULL",NA
2007,"América Latina","Caribe Latino","Haiti","HTI",0,"Ouest","HTI.8_1","HTI-OUE","Port-au-prince","HTI.8.5_1","HTI-OUE-000026","Perros","Perros",3,"0","NULL","NULL","P","2007-04-09 13:58:53.457","3","HTI007005"
2003,"América Latina","Caribe Latino","Haiti","HTI",2,"Ouest","HTI.8_1","HTI-OUE","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-11-23 14:17:23.667","NULL",NA
1970,"América Latina","Caribe Latino","Haiti","HTI",0,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",54,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1971,"América Latina","Caribe Latino","Haiti","HTI",0,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",144,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1972,"América Latina","Caribe Latino","Haiti","HTI",0,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",99,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1973,"América Latina","Caribe Latino","Haiti","HTI",0,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",86,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1974,"América Latina","Caribe Latino","Haiti","HTI",0,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",31,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1975,"América Latina","Caribe Latino","Haiti","HTI",0,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",8,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1976,"América Latina","Caribe Latino","Haiti","HTI",0,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1977,"América Latina","Caribe Latino","Haiti","HTI",0,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1979,"América Latina","Caribe Latino","Haiti","HTI",0,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",64,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1980,"América Latina","Caribe Latino","Haiti","HTI",0,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",64,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1981,"América Latina","Caribe Latino","Haiti","HTI",0,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",61,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1982,"América Latina","Caribe Latino","Haiti","HTI",0,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",72,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"América Latina","Caribe Latino","Haiti","HTI",0,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",45,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"América Latina","Caribe Latino","Haiti","HTI",7,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"América Latina","Caribe Latino","Haiti","HTI",8,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",12,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"América Latina","Caribe Latino","Haiti","HTI",9,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",8,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"América Latina","Caribe Latino","Haiti","HTI",10,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"América Latina","Caribe Latino","Haiti","HTI",11,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"América Latina","Caribe Latino","Haiti","HTI",12,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",14,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1984,"América Latina","Caribe Latino","Haiti","HTI",0,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",40,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Caribe Latino","Haiti","HTI",1,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Caribe Latino","Haiti","HTI",2,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Caribe Latino","Haiti","HTI",3,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Caribe Latino","Haiti","HTI",4,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Caribe Latino","Haiti","HTI",5,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",8,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Caribe Latino","Haiti","HTI",6,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Caribe Latino","Haiti","HTI",7,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",4,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Caribe Latino","Haiti","HTI",8,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",4,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Caribe Latino","Haiti","HTI",9,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",8,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Caribe Latino","Haiti","HTI",10,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Caribe Latino","Haiti","HTI",11,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Caribe Latino","Haiti","HTI",12,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",10,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","Caribe Latino","Haiti","HTI",1,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",4,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","Caribe Latino","Haiti","HTI",2,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","Caribe Latino","Haiti","HTI",3,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","Caribe Latino","Haiti","HTI",4,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","Caribe Latino","Haiti","HTI",5,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","Caribe Latino","Haiti","HTI",6,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"América Latina","Caribe Latino","Haiti","HTI",1,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"América Latina","Caribe Latino","Haiti","HTI",2,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"América Latina","Caribe Latino","Haiti","HTI",3,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"América Latina","Caribe Latino","Haiti","HTI",4,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"América Latina","Caribe Latino","Haiti","HTI",5,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",4,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"América Latina","Caribe Latino","Haiti","HTI",6,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Caribe Latino","Haiti","HTI",1,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Caribe Latino","Haiti","HTI",2,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Caribe Latino","Haiti","HTI",3,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",15,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Caribe Latino","Haiti","HTI",4,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Caribe Latino","Haiti","HTI",5,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Caribe Latino","Haiti","HTI",6,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Caribe Latino","Haiti","HTI",7,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",8,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Caribe Latino","Haiti","HTI",8,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",4,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Caribe Latino","Haiti","HTI",9,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Caribe Latino","Haiti","HTI",10,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",14,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Caribe Latino","Haiti","HTI",11,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Caribe Latino","Haiti","HTI",12,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",4,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Caribe Latino","Haiti","HTI",1,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Caribe Latino","Haiti","HTI",2,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",4,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Caribe Latino","Haiti","HTI",3,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Caribe Latino","Haiti","HTI",4,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",4,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Caribe Latino","Haiti","HTI",5,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",4,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Caribe Latino","Haiti","HTI",6,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Caribe Latino","Haiti","HTI",7,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Caribe Latino","Haiti","HTI",8,"Sin Informacion","Sin Informacion","...","Sin Informacion","Sin Informacion","...","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
